title,artist,added
Thought I Was Gonna Stop (Remix) (Explicit),"Papoose, 2 Chainz, Remy Ma, Busta Rhymes, Lil Wayne",Ann Redg8
Intergalactic (Remastered 2009),Beastie Boys,CreepyUnknown
Body and Blood (CABLE Remix) (CABLE Remix),Revel,johnnyrandomwalker
TWITCH (feat. 2 Chainz & Tyga) (Explicit),Ty Dolla $ign,Step
Encore (Explicit),Pete & Bas,Slattery
Get Ghost,"Mark Ronson, Passion Pit, A$AP Ferg",jordanhurstspotify
I Want Candy,MC Chris,CreepyUnknown
Bustin,Neil Cicierega Archive,Dr Fiddleballs
"Mary, Mary",RUN-DMC,Carl Boudreau
Ghost Town,The Specials,Marcus McBride
Kryptonite (Explicit),Purple Ribbon All-Stars feat. Big Boi,Ann Redg8
"Burial (feat. Pusha T, Moody Good, TrollPhace) (Explicit)","Yogi, Skrillex, Pusha T, Moody Good, Trollphace",Carl Boudreau
CANNIBALISM!,Slayyyter,KatalystJess
My Biggest Hater,Trinidad James,Carl Boudreau
A Thousand Mountains (Explicit),"Freddie Gibbs, The Alchemist",J
Get Silly,V.I.C.,KatalystJess
B.O.B. (Bombs Over Baghdad) (Explicit),Outkast,CreepyUnknown
Fright Night (Explicit),Tre-8,jordanhurstspotify
Ghostrider (Explicit),Young Bleed,Dr Fiddleballs
Nightmares (feat. Bilal & Pharrell Williams) (Explicit),"Clipse, Bilal, Pharrell Williams",jordanhurstspotify
Notorious Thugs (2014 Remaster) (Explicit),The Notorious B.I.G.,CreepyUnknown
Mind Playing Tricks on Me (Explicit),Geto Boys,jordanhurstspotify
Threat (Album Version (Explicit)) (Explicit),JAY-Z,C-Bone
Shoot 'em Up (Explicit),Nas,CMac
The Devil Went Down to Hip Hop (Explicit),Crypt,jordanhurstspotify
Sweet Dreams (Are Made of This) (Remastered),"Eurythmics, Annie Lennox, Dave Stewart",Cali_Sober
The Way You Move (feat. Sleepy Brown) (Explicit),"Outkast, Sleepy Brown",CreepyUnknown
Gimme Some More (Explicit),Busta Rhymes,Dr Fiddleballs
95 South (Explicit),"The Cool Kids, A-Trak, Sango, Sir Michael Rocks, Chuck Inglish",Step
Digits (Explicit),Young Thug,Step
Big 3 (Explicit),"Mr. Green, Trina",flaco_kream
bad guy (with Justin Bieber),"Billie Eilish, Justin Bieber",Eternity2Eternity
Big Bad Wolf (Radio Edit),"Duck Sauce, A-Trak, Armand Van Helden",Marcus McBride
PICK UP THE PHONE (feat. Nate Dogg) (Explicit),"PAWSA, Nate Dogg",Cali_Sober
It's Tricky,RUN-DMC,jordanhurstspotify
Destruction Terror (Explicit),Three 6 Mafia,Dr Fiddleballs
A Nightmare On My Street,"DJ Jazzy Jeff, The Fresh Prince",jordanhurstspotify
Blue Flowers,Dr. Octagon,CreepyUnknown
Halfsharkalligatorhalfman,Dr. Octagon,Marcus McBride
Mad World,"Gary Jules, Michael Andrews",Eternity2Eternity
Coolie High (Explicit),Camp Lo,Jessica Benefield
Cradle to the Grave (Explicit),Mobb Deep,flaco_kream
SHED TEARS (Explicit),"Killer Mike, Mozzy, Lena Byrd Miles",flaco_kream
Ghost (Explicit),Confetti,JFLBridge
This Is Halloween,The Citizens of Halloween,Jessica Benefield
Zombie,The Cranberries,Eternity2Eternity
D.O.C. AND THE DOCTOR,The D.O.C.,C-Bone
Them Changes,Thundercat,C-Bone
Payback Is A Bitch (feat. Wiz Khalifa) (Explicit),"Juicy J, Wiz Khalifa",Step
Break Ya Neck (Explicit),Busta Rhymes,CreepyUnknown
Stutter (Explicit),Kevin Gates,Ktz
Po' Folks (feat. Anthony Hamilton),"Nappy Roots, Anthony Hamilton",YaLadyK
I've Cooked Crack Before (Explicit),Prof,Carl Boudreau
Passin' Me By,The Pharcyde,Slattery
Legal Money (feat. Mobb Deep & Lord Tariq) (Explicit),"Shaquille O'Neal, Mobb Deep, Lord Tariq",flaco_kream
The Whole World (feat. Killer Mike) (Explicit),"Outkast, Killer Mike",CreepyUnknown
Bang Bang,Nancy Sinatra,Eternity2Eternity
A Who Seh Ne Dun (Wake De Man) (Explicit),Cutty Ranks,Marcus McBride
Oh My God (Remix),A Tribe Called Quest,CMac
Johnny Dang (Explicit),"That Mexican OT, Paul Wall, DRODi",paiger
Ghostbusters,"Ray Parker, Jr.",Jessica Benefield
Superfly,Curtis Mayfield,paiger
Lotion,Greenskeepers,johnnyrandomwalker
Psycho Killer (2005 Remaster),Talking Heads,paiger
Loose Than A Goose,Erealist,YaLadyK
Do Wrong (feat. Lil' Kim) (Explicit),"Twista, Lil' Kim",Ktz
STILL IN THE PAINT (Explicit),"Denzel Curry, LAZER DIM 700, Bktherula",Step
Wildfire,"SBTRKT, Little Dragon",Carl Boudreau
(Don't Fear) The Reaper,Blue Öyster Cult,Eternity2Eternity
