title,artist,added
212 (Explicit),"Azealia Banks, Lazy Jay",SweetAsh
Sugar On My Tongue (Explicit),"Tyler, The Creator",YaLadyK
Talk of the Town (Explicit),"Fred again.., Sammy Virji, Reggie",Dr Fiddleballs
Nasty,"Kungs, Channel Tres",Marcus McBride
All Night Alone (Chris Lake Edit),"Josement, Chris Lake",Eternity2Eternity
All Meow Life (Nick Hook Remix) (Explicit),Run The Jewels,KatalystJess
Bogarde (feat. Noochie),"Oddisee, Noochie",Step
"Warm It Up, Kane",Big Daddy Kane,KatalystJess
AAAHH MEN! (Explicit),Doja Cat,Ann Redg8
Alexys (Explicit),Freddie Gibbs,CMac
Talk That (featuring T-Pain & Billy Blue),"Timbaland, T-Pain, Billy Blue",Ktz
Put It On,Big L,Ann Redg8
More Than Words,Extreme,SweetAsh
Bitches Ain't Shit (Explicit),Dr. Dre,All Love
Black Cow,Steely Dan,All Love
Déjà Vu (Uptown Baby) (Explicit),"Lord Tariq, Peter Gunz",johnnyrandomwalker
Eyes May Shine Remix (Explicit),"Xzibit, Mobb Deep",flaco_kream
LV Outkast,Jamaar,CMac
Ho (Album Version) (Explicit),Ludacris,KatalystJess
Build Me Up (feat. O.D.B.) (Explicit),"Rhymefest, O.D.B.",Ann Redg8
Vivrant Thing (Explicit),Q-Tip,SweetAsh
My Shit Bang (Explicit),E-40,Xenocite
Faucet Failure (Explicit),Ski Mask the Slump God,Slattery
Shut 'Em Up,"The Prodigy, Manfred Mann, Public Enemy",Hyghgynx
Hot Dog (Explicit),Limp Bizkit,KatalystJess
Set Adrift On Memory Bliss,P.M. Dawn,Cali_Sober
Area Codes (Explicit),"Ludacris, Nate Dogg",johnnyrandomwalker
Never Walk Alone,"Blond:ish, Stevie Appleton",Cali_Sober
Get Throwed (Explicit),"Bun B, Pimp C, Jeezy, JAY Z, Z-RO",Xenocite
Beat Fantasy,Purple Disco Machine,All Love
DON'T WORRY BABE / I GOT U BABE,KAYTRANADA,Jamie Jackson
Hot Guy Alert,"The Floozies, The Sponges",All Love
Motownphilly,Boyz II Men,coffeecurls84
Wheelz of Steel (Explicit),Outkast,Xenocite
SPACE INVADER,KAYTRANADA,All Love
Witchy (feat. Childish Gambino) (Explicit),"KAYTRANADA, Childish Gambino",Jamie Jackson
MODERN JAM (Explicit),Travis Scott,Diana Poulos
Skew It on the Bar-B (feat. Raekwon) (Explicit),"Outkast, Raekwon",Xenocite
